,participant_code,player.inner_name,profit_nongamified,profit_gamified,accuracy_pred_zero_mean,prediction_accuracy_mean,player.knowledge,overconfidence,player.age,player.payoff,player.gender,player.course_financial,player.trading_experience,player.online_trading_experience,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti
1380,g93ioxli,s3,65.0,167.5,0.5,0.5,6.0,0.016666666666666607,48.0,7.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,5.0,5.0
1383,g97n14au,s2,165.0,222.5,0.5,0.8333333333333334,7.0,-0.21666666666666667,40.0,11.0,Female,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1386,gar6c0bn,s1,212.5,157.5,0.125,0.75,6.0,-0.06666666666666665,65.0,8.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,1.0
1390,gblpzjia,s1,202.5,202.5,0.5,0.75,7.0,-0.13333333333333341,40.0,10.0,Male,1.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,2.0
1394,ghrdrpcs,s2,175.0,192.5,0.5,0.75,8.0,-0.19999999999999996,48.0,12.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1398,ghrq3qlc,s1,170.0,217.5,0.375,0.875,7.0,-0.13333333333333341,51.0,10.0,Male,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0
1402,giwobhn3,s1,145.0,205.0,0.5,0.6666666666666666,4.0,-0.2666666666666666,66.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0
1406,gk9km0p1,s2,190.0,200.0,1.0,0.5833333333333334,3.0,-0.36666666666666664,23.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1409,gk9yjem7,s4,305.0,157.5,0.3333333333333333,0.75,3.0,-0.2833333333333334,47.0,7.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
1412,gkrqft9g,s3,207.5,215.0,0.375,0.875,6.0,-0.2333333333333334,26.0,10.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,4.0,2.0,3.0
1416,gkt1824r,s2,155.0,162.5,0.375,0.75,1.0,-0.15,45.0,3.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1420,gly88cu1,s1,212.5,225.0,0.5,0.75,6.0,-0.31666666666666665,62.0,11.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,2.0
1423,gnmxn8ju,s2,140.0,177.5,0.0,0.9375,3.0,-0.2833333333333334,39.0,7.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1427,gor5o1lc,s4,180.0,182.5,0.16666666666666666,0.75,6.0,-0.31666666666666665,72.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1430,gpkp02zi,s3,187.5,152.5,0.5,0.75,1.0,-0.8166666666666667,46.0,11.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",2.0,4.0,1.0
1434,gqkwu7xu,s3,217.5,202.5,0.5,0.75,4.0,-0.2666666666666666,60.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,2.0,1.0
1438,gqp4f6jh,s3,130.0,197.5,0.625,0.625,8.0,-0.11666666666666659,64.0,11.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,1.0,3.0
1442,gtjc0m6c,s1,170.0,110.0,0.5,0.5833333333333334,7.0,-0.21666666666666667,48.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,2.0
1445,gug446d7,s2,222.5,170.0,0.5,0.8333333333333334,5.0,-0.33333333333333337,59.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
1448,gwsyzdnr,s1,177.5,192.5,0.5,0.75,4.0,-0.18333333333333335,37.0,7.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
1452,gxtd244l,s4,165.0,170.0,0.5,0.75,7.0,-0.050000000000000044,26.0,9.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1455,gyrrdfqq,s1,167.5,230.0,0.5,0.625,5.0,-0.33333333333333337,26.0,10.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,5.0,1.0
1459,gyzt4un6,s2,185.0,187.5,0.0,0.875,5.0,-0.3333333333333333,42.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1463,gz9z2gr6,s1,175.0,197.5,0.5,0.6875,3.0,-0.5333333333333334,66.0,10.0,Female,1.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,4.0
1467,h0bsiojw,s1,182.5,180.0,0.5,0.9166666666666666,1.0,-0.2333333333333333,28.0,4.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
1471,h0f15vqj,s1,175.0,177.5,0.3333333333333333,0.8333333333333334,5.0,-0.5,60.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
1474,h1v5xgx7,s2,215.0,215.0,0.5,0.625,8.0,-0.033333333333333326,20.0,10.0,Male,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1476,h4gdox2w,s1,142.5,112.5,0.5,0.6875,1.0,-0.65,23.0,9.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,2.0
1480,h9zv3wuc,s1,147.5,195.0,0.375,0.75,6.0,-0.4,66.0,12.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
1484,hb61suo7,s2,185.0,215.0,0.5,0.8333333333333334,8.0,0.21666666666666667,29.0,7.0,Male,1.0,1.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
1487,hclkg6iy,s2,197.5,117.5,0.375,0.75,3.0,-0.36666666666666664,67.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1491,hdr1lvts,s2,185.0,217.5,0.5,0.875,7.0,0.19999999999999996,32.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1495,hg59thr7,s4,182.5,200.0,0.0,0.8333333333333334,5.0,-0.16666666666666663,36.0,8.0,Male,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1498,hgmfbowp,s2,190.0,182.5,0.25,0.75,6.0,0.09999999999999998,21.0,6.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1502,hhywkdri,s4,197.5,177.5,0.375,0.6875,7.0,-0.21666666666666667,37.0,11.0,Female,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1506,hj7bae3c,s2,197.5,167.5,0.5,0.8125,6.0,0.18333333333333326,39.0,5.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
1510,hkn2c3b6,s2,210.0,145.0,0.125,0.75,3.0,-0.6166666666666667,59.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,,
1514,hlcu6qpw,s2,200.0,230.0,0.5,0.8333333333333334,2.0,-0.6333333333333333,53.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,Only trade on Design #1,5.0,,
1517,hmbxcl2g,s1,212.5,150.0,0.6666666666666666,0.6666666666666666,4.0,-0.5166666666666666,65.0,11.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,4.0
1520,hmpejwti,s2,200.0,,0.5,0.625,7.0,-0.30000000000000004,60.0,12.0,Female,0.0,1.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
1522,hn4r9a23,s4,175.0,182.5,0.5,0.75,7.0,0.033333333333333326,52.0,8.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,,
1526,hnbwwzf1,s2,195.0,162.5,0.375,0.75,6.0,-0.2333333333333334,41.0,10.0,Female,0.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1530,homc4obf,s2,190.0,207.5,0.5,0.5625,3.0,-0.033333333333333326,22.0,4.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1534,hqulmbmv,s3,200.0,162.5,0.0,0.75,7.0,-0.30000000000000004,38.0,12.0,Female,1.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,1.0,1.0
1538,hs5epb6h,s1,152.5,182.5,0.0,0.75,5.0,-0.5,29.0,12.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0
1542,hsgkbfvg,s1,210.0,190.0,0.0,0.75,6.0,-0.2333333333333334,19.0,10.0,Male,0.0,1.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
1546,htd52aev,s1,155.0,165.0,0.375,0.5625,1.0,0.016666666666666677,28.0,1.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,3.0
1550,hts32afz,s2,172.5,210.0,0.5,0.6875,5.0,-0.25,23.0,9.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1554,huehbcqy,s2,195.0,192.5,0.0,0.75,3.0,-0.2,19.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 1,Only trade on Design #1,1.0,,
1558,hvg56h8n,s1,225.0,187.5,0.25,0.75,5.0,-0.08333333333333337,30.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,5.0
1562,hz8gho5a,s4,190.0,210.0,0.375,0.6875,5.0,0.33333333333333337,27.0,2.0,Female,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1566,i0k5ja8d,s2,110.0,200.0,0.3333333333333333,0.8333333333333334,6.0,0.09999999999999998,77.0,6.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,,
1569,i2amw9ek,s1,207.5,182.5,0.5,0.875,5.0,-0.16666666666666663,48.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,2.0
1573,i2kfx4ij,s4,200.0,142.5,0.5,0.75,7.0,0.033333333333333326,61.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1577,i38hvv7r,s3,197.5,202.5,0.25,0.625,3.0,-0.6166666666666667,36.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,1.0,1.0
1581,i6qlb161,s4,185.0,200.0,0.0,0.75,5.0,-0.25,39.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1583,i75eyhp1,s2,157.5,175.0,0.5,0.4166666666666667,0.0,-0.6666666666666666,20.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
1586,i7qq9hva,s1,160.0,115.0,0.16666666666666666,0.8333333333333334,5.0,0.0,66.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0
1589,ib2n69j9,s2,190.0,185.0,0.5,1.0,4.0,0.4,35.0,0.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1591,idnd9ms2,s4,205.0,175.0,0.5,0.75,6.0,0.016666666666666607,31.0,7.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,5.0,,
1594,ie9xdk60,s2,152.5,210.0,0.125,1.0,1.0,-0.5666666666666667,40.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1598,ieah2wr6,s4,185.0,190.0,0.16666666666666666,0.9375,6.0,-0.31666666666666665,72.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1602,iexyw3qy,s2,180.0,215.0,0.5,0.75,5.0,-0.33333333333333337,66.0,10.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1606,igv8tzgg,s3,190.0,187.5,0.5,0.8333333333333334,3.0,-0.36666666666666664,27.0,8.0,Female,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,1.0,1.0
1609,ih73owh5,s3,155.0,192.5,0.375,0.875,4.0,-0.18333333333333335,23.0,7.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,3.0
1613,ihxtil25,s1,235.0,207.5,0.5,0.75,2.0,-0.6333333333333333,58.0,10.0,Female,0.0,0.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,5.0,4.0
1617,ihy1zosl,s1,217.5,230.0,0.625,0.625,6.0,-0.2333333333333334,21.0,10.0,Male,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
1621,ijghidrq,s1,160.0,137.5,0.25,0.75,8.0,-0.19999999999999996,44.0,12.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,5.0
1625,ijpefij5,s3,235.0,150.0,0.25,0.625,7.0,-0.13333333333333341,38.0,10.0,Male,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,4.0
1627,ime7j3zc,s1,170.0,192.5,0.25,0.6875,2.0,-0.7166666666666665,49.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,2.0
1631,iprah49t,s2,197.5,162.5,0.375,0.75,1.0,-0.5666666666666667,23.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,,
1635,ismmyl4s,s2,195.0,197.5,0.0,0.6666666666666666,3.0,-0.45,58.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1638,iu92va5m,s2,185.0,195.0,0.0,0.6666666666666666,8.0,-0.19999999999999996,26.0,12.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,,
1641,ivk8dt83,s4,245.0,145.0,0.5,0.875,5.0,-0.08333333333333337,30.0,7.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,2.0,,
1643,ixpeshvx,s1,195.0,177.5,0.375,0.75,7.0,-0.13333333333333341,57.0,10.0,Female,0.0,0.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,1.0
1647,iyvkfvhu,s3,177.5,215.0,0.375,0.5625,7.0,-0.30000000000000004,69.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,4.0,2.0,4.0
1651,iz104i00,s3,175.0,,0.25,0.75,4.0,-0.6,60.0,12.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,1.0,1.0
1653,j0uf8wlj,s2,152.5,170.0,0.5,0.5,7.0,-0.050000000000000044,39.0,9.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1657,j3ceao4h,s3,110.0,107.5,0.375,0.75,3.0,-0.36666666666666664,57.0,8.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,2.0,3.0
1661,j3gei7ws,s4,192.5,222.5,0.0,0.75,7.0,-0.30000000000000004,29.0,12.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1665,j3urpt35,s1,162.5,150.0,0.5,0.75,5.0,-0.08333333333333337,27.0,7.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,1.0
1668,j587hvn4,s2,180.0,187.5,0.0,0.875,7.0,-0.3000000000000001,35.0,12.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1672,j5h9w4bh,s1,170.0,185.0,0.25,0.75,2.0,-0.7166666666666666,45.0,11.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
1674,j6evqhov,s4,150.0,195.0,0.5,0.8333333333333334,3.0,-0.36666666666666664,49.0,8.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1677,j706w2ou,s1,207.5,227.5,0.75,0.625,6.0,-0.06666666666666665,73.0,8.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,4.0,2.0
1681,j7e0h0vx,s4,217.5,190.0,0.5,0.5,7.0,-0.13333333333333341,33.0,10.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1684,j81k6gl7,s1,207.5,200.0,0.0,0.75,8.0,-0.033333333333333326,31.0,10.0,Male,0.0,0.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
1688,j821ajvf,s3,,170.0,0.5,0.5,4.0,-0.09999999999999998,58.0,6.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,4.0,5.0
1689,j8ktsq27,s1,,207.5,0.0,0.75,9.0,-0.09999999999999998,57.0,12.0,Female,1.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
1691,jbii737d,s2,145.0,200.0,0.5,0.8333333333333334,9.0,0.2333333333333334,55.0,8.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1694,jewjnf49,s1,242.5,205.0,0.5,0.6666666666666666,2.0,-0.4666666666666666,42.0,8.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,2.0
1697,jfgnw7ut,s1,182.5,182.5,0.5,0.75,1.0,-0.4,27.0,6.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,2.0
1701,jfj3s4tx,s1,205.0,147.5,0.5,0.75,7.0,-0.050000000000000044,25.0,9.0,Female,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0
1705,jfx2exkk,s2,210.0,227.5,0.5,0.75,7.0,-0.30000000000000004,69.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,2.0,,
1709,jg7czdnq,s4,212.5,195.0,0.125,0.75,2.0,-0.21666666666666667,44.0,5.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,,
1713,jipp2kjr,s4,175.0,180.0,0.5,0.75,7.0,-0.13333333333333341,22.0,10.0,Male,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1717,jjrkt3qj,s3,162.5,195.0,0.5,0.4375,7.0,0.28333333333333327,58.0,5.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,1.0,3.0
1721,jjty32g1,s2,172.5,175.0,0.375,0.4375,1.0,-0.4833333333333334,28.0,7.0,Male,1.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,,
1725,jma7yybh,s2,145.0,92.5,0.5,0.625,6.0,0.1833333333333333,60.0,5.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,,
1729,jmr41naa,s1,185.0,95.0,0.5,0.6666666666666666,6.0,0.35,67.0,3.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
1732,jpw60co9,s2,185.0,195.0,0.5,1.0,0.0,-0.25,37.0,3.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1734,jr8ixs9f,s3,195.0,197.5,0.625,0.75,7.0,-0.13333333333333341,52.0,10.0,Male,1.0,1.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,5.0,4.0
1738,jrb0q01a,s1,187.5,200.0,0.25,0.75,5.0,0.0,51.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,2.0
1742,jrhq69d8,s2,155.0,200.0,0.5,0.75,5.0,0.08333333333333331,23.0,5.0,Male,1.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1746,jri8nqzk,s1,,230.0,0.0,0.5,3.0,-0.36666666666666664,76.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,1.0
1747,js6w4syh,s1,182.5,170.0,0.5,0.875,10.0,0.33333333333333337,37.0,8.0,Male,0.0,0.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,5.0
1751,jslxa1uv,s1,212.5,165.0,0.16666666666666666,0.8333333333333334,3.0,-0.5333333333333334,34.0,10.0,Female,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
1754,jusfyn6g,s1,147.5,195.0,0.6666666666666666,0.8333333333333334,8.0,-0.19999999999999996,27.0,12.0,Male,1.0,1.0,1.0,Design 2,Design 2,Only trade on Design #1,,5.0,5.0
1757,jv7zcm1n,s3,170.0,125.0,0.5,0.8125,5.0,0.0,69.0,6.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,4.0,5.0
1761,jwsdyt01,s2,172.5,160.0,0.25,0.75,6.0,0.016666666666666607,49.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
1765,jwvvgq1p,s1,137.5,190.0,0.625,0.875,7.0,-0.21666666666666667,33.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,5.0
1769,jyo21xzo,s1,235.0,185.0,0.5,0.4166666666666667,1.0,-0.2333333333333333,41.0,4.0,Male,0.0,0.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
1772,jytj2obg,s2,200.0,190.0,0.5,0.75,9.0,-0.016666666666666607,58.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,,
1774,jzin4wu4,s2,210.0,,0.5,0.75,2.0,-0.1333333333333333,26.0,4.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
1775,k18pk6dr,s4,190.0,255.0,0.5,0.75,8.0,-0.11666666666666659,62.0,11.0,Male,1.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1778,k30m7zzz,s2,200.0,182.5,0.6666666666666666,0.5,4.0,0.15000000000000002,44.0,3.0,Male,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1781,k3a9eeyf,s1,205.0,,0.5,0.5,7.0,0.19999999999999996,55.0,6.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,1.0
1782,k4gfy3qz,s3,,20.0,0.5,0.5,4.0,0.15000000000000002,58.0,3.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,4.0,3.0
1783,k9wbwz4r,s2,217.5,170.0,0.75,0.5,7.0,0.19999999999999993,72.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1787,kaoovgtv,s1,,205.0,0.5,0.75,5.0,-0.4166666666666667,24.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,3.0
1789,kaqkgt0k,s1,205.0,187.5,0.375,0.75,3.0,0.13333333333333333,37.0,2.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,5.0,4.0
1793,kb7fono6,s1,195.0,155.0,0.16666666666666666,0.8333333333333334,7.0,-0.21666666666666667,41.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,1.0
1796,kc1qhbm5,s2,182.5,,0.5,0.625,9.0,0.06666666666666665,49.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1798,kdhxt3yj,s1,195.0,190.0,0.0,0.875,2.0,-0.6333333333333333,44.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,1.0,1.0
1802,kdw4hh5k,s4,180.0,260.0,0.5,0.75,6.0,-0.2333333333333334,60.0,10.0,Female,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,,
1804,kdwe94nw,s4,162.5,180.0,0.0,0.875,9.0,-0.09999999999999998,46.0,12.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1808,kecg2tfx,s1,145.0,192.5,0.5,0.625,4.0,-0.5166666666666666,30.0,11.0,Male,0.0,1.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,4.0,3.0
1812,kg0qgiyw,s1,175.0,170.0,0.5,0.6875,4.0,0.23333333333333336,55.0,2.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,2.0,1.0
1816,kg181fug,s1,150.0,200.0,0.5,0.75,7.0,0.033333333333333326,51.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
1818,khbmprj5,s3,192.5,212.5,0.5,0.75,7.0,-0.30000000000000004,43.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 2,Only trade on Design #1,4.0,1.0,1.0
1822,khdukolm,s4,187.5,155.0,0.5,0.6875,8.0,0.3000000000000001,48.0,6.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1826,kjlzi8oo,s3,150.0,192.5,0.5,0.6666666666666666,6.0,-0.4,67.0,12.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,3.0,3.0
1829,kkavoh48,s1,140.0,135.0,0.5,0.75,2.0,-0.21666666666666667,48.0,5.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
1833,kl3jmsa7,s2,217.5,205.0,0.5,0.625,6.0,-0.15000000000000002,28.0,9.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1837,kl416jvs,s1,230.0,197.5,0.16666666666666666,0.75,6.0,-0.06666666666666665,53.0,8.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
1840,klsfkcve,s3,140.0,175.0,0.25,0.875,8.0,0.21666666666666667,25.0,7.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,5.0,2.0,2.0
