,participant_code,player.inner_name,profit_nongamified,profit_gamified,accuracy_pred_zero_mean,prediction_accuracy_mean,player.knowledge,overconfidence,player.age,player.payoff,player.gender,player.course_financial,player.trading_experience,player.online_trading_experience,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti
2777,uwtirc0q,s4,190.0,187.5,0.0,1.0,2.0,-0.4666666666666666,42.0,8.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,,
2780,ux0kqiye,s2,187.5,217.5,0.5,0.75,4.0,0.3166666666666667,24.0,1.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
2784,ux86dfgk,s4,180.0,185.0,0.5,0.75,0.0,-0.4166666666666667,55.0,5.0,Female,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2786,uzeq57ga,s3,222.5,180.0,0.25,0.75,10.0,0.0,49.0,12.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,2.0,2.0
2790,uzqo81lf,s1,147.5,65.0,0.5,0.9166666666666666,9.0,-0.016666666666666607,66.0,11.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
2793,v2eoq73r,s3,,185.0,0.5,0.5,7.0,-0.21666666666666667,61.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,2.0,1.0
2794,v41h3m8f,s4,215.0,150.0,0.5,0.75,3.0,0.04999999999999999,38.0,3.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2797,v55duffv,s2,190.0,240.0,0.5,0.8333333333333334,8.0,-0.11666666666666659,47.0,11.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2800,v7j0zsrl,s2,180.0,207.5,0.5,0.75,6.0,-0.31666666666666665,25.0,11.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2804,vahl0jz2,s2,215.0,195.0,0.5,1.0,2.0,-0.55,66.0,9.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2806,vej3xrsy,s4,235.0,157.5,0.3333333333333333,0.6666666666666666,5.0,0.0,66.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2809,vfl8bhqg,s2,205.0,165.0,1.0,0.6666666666666666,6.0,-0.15000000000000002,24.0,9.0,Male,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2812,vh9fhkf1,s2,170.0,172.5,0.0,0.5625,7.0,-0.13333333333333341,34.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2816,vi457sfs,s2,,137.5,0.5,0.375,5.0,-0.25,72.0,9.0,Male,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2818,vi8uw2lb,s3,115.0,157.5,0.625,0.875,0.0,-0.3333333333333333,60.0,4.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,5.0,5.0
2822,viuzs06i,s2,195.0,157.5,0.375,0.875,5.0,-0.16666666666666663,42.0,8.0,Female,1.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
2826,vj7zfbtg,s1,162.5,220.0,0.625,0.5625,4.0,-0.35,30.0,9.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
2830,vmdvy96a,s3,185.0,197.5,0.125,0.75,0.0,-0.16666666666666666,24.0,2.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,5.0,1.0
2834,vrv9n2m1,s2,155.0,172.5,0.5,0.75,6.0,-0.2333333333333334,58.0,10.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,,
2838,vs8vnmgu,s2,207.5,130.0,0.5,0.9375,4.0,0.3166666666666667,34.0,1.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,,
2842,vy0rzzf2,s2,172.5,167.5,0.0,0.875,4.0,-0.43333333333333335,38.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
2846,vyp3lf7p,s3,212.5,227.5,0.375,0.75,7.0,-0.13333333333333341,45.0,10.0,Female,0.0,1.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,3.0
2850,vz43s9da,s2,185.0,205.0,0.375,0.5625,1.0,-0.65,36.0,9.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
2854,w3b5pjv3,s3,180.0,225.0,0.5,0.6875,4.0,-0.5166666666666666,42.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,3.0,1.0
2858,w3rksdqk,s2,217.5,197.5,0.375,0.6875,5.0,-0.16666666666666663,44.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
2862,w4frvtef,s1,187.5,180.0,0.5,0.75,8.0,-0.19999999999999996,61.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,5.0,1.0
2865,w4wtmpqa,s1,167.5,192.5,0.375,0.75,4.0,-0.5166666666666666,31.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,2.0
2869,w7w7x62d,s4,192.5,142.5,0.375,0.75,6.0,-0.06666666666666665,28.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2873,w92jas1a,s1,185.0,160.0,0.25,0.875,4.0,-0.43333333333333335,40.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,2.0
2877,w9blgaah,s1,,147.5,0.5,1.0,7.0,0.28333333333333327,50.0,5.0,Female,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
2879,wa6rf520,s1,182.5,205.0,0.5,0.75,5.0,-0.41666666666666663,56.0,11.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2883,waicfe0l,s3,217.5,137.5,0.5,0.8125,7.0,-0.30000000000000004,57.0,12.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,1.0,1.0
2887,wczbyrzl,s2,205.0,225.0,0.0,0.75,7.0,-0.050000000000000044,23.0,9.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
2891,wfupunlf,s4,197.5,150.0,0.5,0.75,2.0,-0.4666666666666666,41.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2894,whkurwmq,s3,205.0,155.0,0.5,0.875,3.0,-0.36666666666666664,59.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,2.0,5.0
2898,wkf9n3yy,s1,135.0,180.0,0.0,1.0,6.0,-0.4,58.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2900,wkpos09w,s2,185.0,197.5,0.6666666666666666,0.8333333333333334,4.0,-0.016666666666666663,47.0,5.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2903,wkqooepx,s2,190.0,197.5,0.3333333333333333,0.5833333333333334,8.0,-0.19999999999999996,50.0,12.0,Male,0.0,1.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2906,wlsysmy1,s4,190.0,205.0,0.5,0.75,7.0,-0.30000000000000004,75.0,12.0,Male,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2909,won7l0n8,s2,162.5,165.0,0.625,0.875,2.0,-0.7166666666666666,67.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,,
2913,wp3s0mvt,s3,220.0,117.5,0.75,0.6875,6.0,-0.4,60.0,12.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,2.0,2.0
2917,wqgq2tb3,s4,137.5,190.0,0.25,0.8125,4.0,-0.18333333333333335,40.0,7.0,Male,0.0,0.0,0.0,Design 2,Design 2,Only trade on Design #1,5.0,,
2921,wt95vmfm,s1,207.5,80.0,0.3333333333333333,0.6666666666666666,5.0,-0.25,44.0,9.0,Male,0.0,0.0,1.0,Design 1,Design 2,Only trade on Design #1,,1.0,1.0
2924,wtsbqb4c,s3,155.0,187.5,0.3333333333333333,0.8333333333333334,5.0,-0.25,69.0,9.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,2.0,2.0
2927,wu7604em,s2,152.5,182.5,0.125,0.75,4.0,-0.09999999999999998,19.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2931,wu8te4ug,s1,187.5,252.5,0.25,0.75,6.0,-0.31666666666666665,59.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,4.0
2935,wubp5eoe,s2,220.0,202.5,0.375,0.6875,6.0,-0.2333333333333334,32.0,10.0,Male,1.0,1.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2939,wx36tllg,s2,187.5,175.0,0.375,0.5,7.0,0.033333333333333326,58.0,8.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
2943,wxfgqkua,s1,207.5,210.0,0.25,0.75,5.0,-0.41666666666666663,54.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,5.0
2947,wy0v8uu8,s2,220.0,200.0,0.0,0.6875,1.0,-0.2333333333333333,27.0,4.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
2951,wy71vwis,s1,130.0,130.0,0.5,0.6666666666666666,6.0,0.18333333333333332,21.0,5.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,5.0
2954,wyw2hyvt,s2,200.0,170.0,0.5,1.0,2.0,-0.21666666666666667,21.0,5.0,Female,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2956,x1habtb1,s2,210.0,197.5,0.5,0.75,3.0,-0.45,627.0,9.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2960,x5bs4keh,s1,170.0,95.0,0.6666666666666666,0.6666666666666666,2.0,-0.38333333333333336,63.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,1.0
2963,x79xheqh,s3,197.5,167.5,0.125,0.625,3.0,-0.5333333333333334,45.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,3.0,1.0
2967,x8xbgsjt,s1,167.5,197.5,0.5,0.875,7.0,-0.13333333333333341,66.0,10.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,2.0
2971,xa7cgrbx,s1,140.0,190.0,0.5,0.75,6.0,-0.2333333333333334,28.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,1.0
2975,xbxuf7k6,s3,222.5,175.0,0.375,0.8125,0.0,0.0,34.0,0.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,1.0,2.0
2979,xdn1kyqc,s4,210.0,167.5,0.5,0.6666666666666666,5.0,-0.41666666666666663,61.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
2982,xebk96r4,s3,200.0,,0.0,1.0,6.0,0.016666666666666607,19.0,7.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,1.0,2.0,1.0
2984,xefzk3no,s1,207.5,205.0,0.6666666666666666,0.8333333333333334,1.0,-0.5666666666666667,64.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0
2987,xenvi73b,s4,222.5,177.5,0.0,0.9375,6.0,-0.2333333333333334,38.0,10.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2991,xgf4lps1,s4,190.0,145.0,0.5,0.6666666666666666,6.0,-0.06666666666666665,49.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 1,Only trade on Design #1,5.0,,
2994,xl0yiaci,s2,250.0,152.5,0.5,0.6666666666666666,7.0,-0.13333333333333341,61.0,10.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,3.0,,
2997,xlotn3ez,s2,217.5,195.0,0.125,0.6875,4.0,0.3166666666666667,34.0,1.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
3001,xobycdz8,s2,215.0,165.0,0.6666666666666666,0.5,7.0,-0.30000000000000004,54.0,12.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
3004,xr7r5oc4,s2,195.0,,0.5,0.5,8.0,0.13333333333333341,55.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
3005,xsabi7e5,s2,210.0,240.0,0.5,0.8333333333333334,5.0,-0.16666666666666663,61.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
3008,xsv7rx07,s1,212.5,167.5,0.625,0.75,6.0,0.016666666666666607,26.0,7.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,5.0
3012,xt48k4cj,s1,187.5,135.0,0.0,0.8333333333333334,7.0,-0.30000000000000004,64.0,12.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,2.0
3015,xu0atehv,s3,105.0,167.5,0.5,0.75,3.0,0.04999999999999999,24.0,3.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",3.0,3.0,5.0
3018,xugz05p0,s2,207.5,172.5,0.5,0.625,2.0,-0.6333333333333333,62.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
3022,xuozyvm0,s1,152.5,175.0,0.5,0.5833333333333334,6.0,-0.4,58.0,12.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,1.0,1.0
3025,xw84vxfs,s1,135.0,,0.5,0.75,7.0,0.11666666666666659,66.0,7.0,Male,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,3.0,5.0
3026,xwf8mvpf,s1,185.0,210.0,0.375,0.6875,4.0,-0.09999999999999998,34.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,4.0
3030,y25j826l,s2,192.5,162.5,0.625,0.6875,7.0,0.28333333333333327,31.0,5.0,Male,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
3034,y42uim9y,s1,167.5,,0.5,1.0,6.0,0.09999999999999998,66.0,6.0,Male,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,3.0
3036,y53tq7rf,s4,167.5,,0.5,0.625,8.0,0.46666666666666673,27.0,4.0,Male,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
3038,y6kz9xlw,s3,165.0,142.5,0.5,0.875,5.0,0.0,45.0,6.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0
3042,y8w2mo94,s4,160.0,165.0,0.5,0.75,9.0,0.31666666666666665,30.0,7.0,Female,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
3046,y9f5mjgx,s1,187.5,195.0,0.5,0.75,8.0,0.46666666666666673,42.0,4.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0
3050,y9i0amtg,s4,165.0,200.0,0.375,0.625,3.0,-0.6166666666666667,44.0,11.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
3054,yb64ve4r,s3,170.0,207.5,0.3333333333333333,0.75,3.0,-0.2833333333333334,30.0,7.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,3.0,3.0
3057,ybda8j8o,s1,187.5,227.5,0.25,0.9375,1.0,-0.7333333333333334,19.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
3061,ybzvub41,s2,177.5,125.0,0.25,0.625,5.0,-0.33333333333333337,30.0,10.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,,
3065,ydbzysor,s2,175.0,192.5,0.25,0.8125,5.0,-0.41666666666666663,43.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
3069,ydd4cgy4,s2,187.5,240.0,0.0,0.75,4.0,-0.5166666666666666,23.0,11.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
3073,ykf2c73c,s2,200.0,212.5,0.5,0.6875,5.0,-0.16666666666666663,61.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
3077,yktydr5k,s1,115.0,200.0,0.5,0.8333333333333334,8.0,-0.11666666666666659,62.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,4.0
3080,yls08jh6,s3,200.0,230.0,0.3333333333333333,0.6666666666666666,5.0,-0.41666666666666663,30.0,11.0,Female,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,3.0,3.0
3083,ynpfh9uw,s1,,255.0,0.0,0.5,2.0,-0.55,50.0,9.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,2.0,1.0
3084,yo3ruzp1,s2,222.5,200.0,0.5,0.6666666666666666,6.0,-0.06666666666666665,26.0,8.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
3087,yoiipct2,s2,187.5,187.5,0.5,0.75,2.0,-0.38333333333333336,49.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
3091,yojpfwc2,s1,175.0,172.5,0.5,0.75,7.0,-0.13333333333333341,26.0,10.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0
3095,yqilo1a3,s3,220.0,205.0,0.625,0.6875,5.0,-0.33333333333333337,67.0,10.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,5.0,3.0,3.0
3099,yta6se00,s3,170.0,,0.0,0.5,2.0,-0.7166666666666666,51.0,11.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,5.0,5.0
3100,yuvqeqzz,s4,225.0,157.5,0.5,0.75,7.0,0.28333333333333327,25.0,5.0,Male,1.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
3103,yw7p5bb3,s2,140.0,185.0,0.5,0.8333333333333334,2.0,-0.6333333333333333,56.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
3106,yy424w14,s2,165.0,197.5,0.375,0.75,5.0,-0.41666666666666663,67.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
3110,yyd11cri,s2,182.5,170.0,0.5,0.6875,1.0,-0.06666666666666665,38.0,2.0,Female,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
3114,z00p7ho0,s4,195.0,177.5,0.375,0.8125,3.0,-0.1166666666666667,58.0,5.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
3118,z13igtbt,s1,227.5,177.5,0.5,0.75,7.0,-0.21666666666666667,61.0,11.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0
3122,z330msio,s1,190.0,212.5,0.0,0.6666666666666666,8.0,-0.19999999999999996,38.0,12.0,Male,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0
3125,z35c6ivb,s2,197.5,190.0,0.3333333333333333,0.8333333333333334,0.0,-0.5833333333333334,21.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
3128,z4bhhsmf,s2,195.0,195.0,0.25,0.75,0.0,-0.4166666666666667,64.0,5.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,,
3130,zc5q2k3e,s1,160.0,230.0,0.0,0.8125,6.0,-0.31666666666666665,49.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0
3134,zce04v9h,s4,170.0,135.0,0.3333333333333333,0.875,6.0,0.26666666666666666,42.0,4.0,Male,1.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
3137,ze2fmlqq,s2,212.5,180.0,0.0,0.75,7.0,-0.21666666666666667,61.0,11.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
3140,zffmivvm,s4,200.0,205.0,0.5,0.75,4.0,-0.5166666666666666,22.0,11.0,Male,0.0,0.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
3144,zfk4778l,s1,275.0,160.0,0.5,0.875,7.0,0.19999999999999998,56.0,6.0,Female,1.0,1.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0
3147,zgb7bx9j,s1,135.0,235.0,0.5,0.75,7.0,0.11666666666666659,58.0,7.0,Female,0.0,1.0,0.0,Design 2,Design 2,Only trade on Design #1,,5.0,4.0
3149,zhf652r9,s2,187.5,187.5,0.5,0.875,1.0,-0.15,45.0,3.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
3153,zijtqpsq,s1,,177.5,0.5,0.625,7.0,-0.13333333333333341,42.0,10.0,Female,1.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,5.0
3155,zjlsjrpb,s3,145.0,170.0,0.0,0.5,7.0,-0.21666666666666667,57.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,5.0
3157,zkd1hhc6,s2,165.0,175.0,0.375,0.9375,5.0,-0.08333333333333337,49.0,7.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
3161,zltx6x3a,s2,195.0,167.5,0.5,0.6875,8.0,0.050000000000000044,66.0,9.0,Female,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,,
3165,zlvs5b2m,s1,220.0,172.5,0.5,0.75,3.0,-0.5333333333333334,43.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,4.0
3169,znbrd664,s3,140.0,190.0,0.0,1.0,5.0,-0.5,58.0,12.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,4.0,3.0
3171,zo4qx2nu,s2,,210.0,0.5,0.75,8.0,-0.19999999999999996,48.0,12.0,Male,1.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
3173,zozqv7nt,s2,170.0,235.0,0.0,0.6666666666666666,8.0,-0.19999999999999996,45.0,12.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
3176,zrpyxu73,s1,170.0,205.0,0.5,0.8125,3.0,0.13333333333333333,38.0,2.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
3180,zsb9wxmu,s2,165.0,175.0,0.3333333333333333,0.8333333333333334,5.0,-0.41666666666666663,20.0,11.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
3183,zt9go1gv,s3,,150.0,0.5,0.75,2.0,-0.7166666666666666,21.0,11.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0
3184,zu9xsn1z,s1,225.0,152.5,0.5,0.8333333333333334,4.0,-0.35,47.0,9.0,Female,1.0,0.0,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,4.0
3187,zv3e3yn9,s1,175.0,190.0,1.0,0.5,7.0,-0.13333333333333341,43.0,10.0,Male,1.0,1.0,1.0,Design 2,Design 2,Only trade on Design #1,,3.0,5.0
3189,zvvavfew,s4,162.5,152.5,0.5,0.75,7.0,-0.2166666666666667,63.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
3193,zwmlry0i,s4,182.5,195.0,0.0,0.9375,7.0,-0.21666666666666667,60.0,11.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
